1	2971
2	2977
3	2985
4	2946
5	2974
6	2946
7	2994
8199	4
8	2995
8200	2968
9	2954
8201	2944
10	2990
8202	2950
11	1
8203	1
12	1
8204	2967
8206	2967
15	2977
8207	1
16	2986
8208	2
8209	1
18	25
21	2959
24	2969
8217	2937
27	2970
28	2972
29	2936
30	2935
31	2978
8223	2960
32	2950
33	2986
8225	2969
34	2953
8227	2953
36	1
37	2979
40	2977
41	2971
8235	2960
45	2959
8237	1
8238	2947
8239	2965
48	2939
8240	3
49	2986
8241	2989
50	2986
8242	2981
8243	1
8244	1
54	2964
55	2979
8247	5
56	2992
58	2957
60	2980
61	2978
62	2981
63	2970
8256	2996
65	2
8258	2975
67	3012
8259	1
68	2944
69	2970
70	2981
71	2999
72	2983
73	2967
8266	2988
75	2
77	2957
78	2985
79	2957
80	2999
85	3010
87	2978
90	3010
91	2970
94	2946
99	1
100	2933
105	1
106	2973
108	2946
109	2998
111	2970
112	2983
113	2988
115	2950
116	2969
117	2967
119	2986
120	2987
121	3004
122	1
8314	3003
125	2944
126	2965
127	2960
128	2986
132	2936
133	2967
135	2986
136	2956
139	2970
140	2956
141	3001
143	2975
144	2974
145	5
146	2958
147	2959
148	2969
149	2981
152	2
153	2952
154	2942
155	2976
156	2995
160	2972
161	2959
162	2962
8355	2992
164	2973
166	2964
167	2979
168	2960
169	2993
170	2966
172	2972
173	2995
174	2974
175	2974
176	2966
177	2980
178	2944
179	2967
180	2996
181	2944
182	2925
183	2995
184	3010
187	2987
188	2943
189	2972
8381	2965
190	2971
192	2975
193	2949
196	2981
198	2938
199	1
200	2973
202	2970
206	1
209	2980
8401	2977
210	2974
211	2979
8407	2984
216	2978
220	2984
221	2949
222	2984
8414	2940
224	2984
225	2975
8417	3004
230	2951
231	2981
233	1
234	2947
235	2927
236	2987
8428	2960
237	2949
238	2966
239	3002
240	2966
243	2982
244	2983
245	2929
246	2969
247	2946
248	2987
249	2968
251	1
252	2988
253	2992
260	2934
262	2969
263	2958
264	2950
266	2964
267	1
268	1
269	2969
270	2963
273	2934
275	2971
276	1
277	2974
280	2981
286	2975
287	2903
290	2943
291	2953
293	2995
295	2967
296	2970
298	2978
299	2973
8492	1
302	2929
304	2953
309	2954
310	2979
337	2988
338	2962
339	2985
340	2987
341	2998
342	2966
344	2992
345	2995
346	2974
347	2958
348	2982
349	2985
350	2990
351	2977
352	2918
353	2966
355	2987
356	2986
362	1
364	2984
371	2980
373	2931
374	1
382	2964
393	2969
400	2970
410	3003
413	2961
415	2957
416	2971
421	2967
428	2949
429	2949
430	2977
432	2985
433	2990
435	2975
8628	2996
437	2952
438	1
8630	2981
439	2959
441	2966
442	2947
446	2992
448	3004
453	3001
455	2990
458	2973
460	2984
462	2981
465	2988
467	2935
468	2979
469	2939
472	2995
478	2966
481	2976
488	2954
490	2998
491	2910
492	2982
494	2936
495	2981
497	2923
498	2946
499	2980
502	2970
503	2974
507	2966
508	2949
514	2985
515	3024
517	2936
519	2974
520	2962
521	2992
522	2949
523	2953
529	2959
530	2950
531	2998
532	2983
533	2926
534	2967
535	2984
536	2992
537	2989
538	2995
540	1
541	2995
542	2994
8735	1
547	2978
548	2978
8740	2972
552	2981
579	2977
580	2986
582	2956
8774	2925
8775	2928
585	2944
586	2997
8781	2997
8782	2935
591	2967
596	2990
599	2944
600	2992
601	2976
603	2954
605	2956
607	2945
608	2957
609	3005
610	2968
612	2986
8807	2973
618	2984
619	2978
625	2943
628	2949
629	2979
630	2958
631	2924
632	3020
634	2942
8826	2988
635	2960
636	2978
637	2981
638	2937
640	2952
8832	2981
641	2976
642	2973
643	2973
644	2957
645	3003
646	1
647	2971
649	2995
651	2954
652	2982
653	2937
8845	2991
655	2980
656	2963
657	2999
658	2995
659	3019
660	2991
662	2929
663	2984
664	2989
665	3001
666	2947
8858	2981
668	2962
669	2985
671	2977
674	2990
675	2959
676	2991
679	2966
680	2999
8876	2964
685	2932
687	2980
688	3000
691	2963
693	2971
698	2997
699	2955
8892	2931
703	2982
707	2955
708	2958
709	2967
711	2997
714	2
715	2989
718	2967
719	2996
721	2973
722	2978
8914	2915
724	1
726	3012
728	2971
729	1
8921	2945
730	1
731	2985
8924	2978
733	3003
734	2995
737	2962
738	2967
739	2988
742	2949
743	2957
746	2988
8944	2964
8949	2933
8961	2998
8962	1
772	2952
8979	2962
794	2964
797	2980
799	2954
800	2960
804	2970
811	2985
813	2984
815	2960
820	2974
827	2985
9025	2990
9026	2974
838	2976
840	1
843	2963
845	2941
849	2979
9043	2965
9044	2950
9045	2990
865	2946
866	1
877	3013
879	2970
880	2943
881	2955
883	2963
886	2972
887	2992
888	2991
890	1
891	2983
893	2965
894	2980
897	2965
898	2958
9090	2962
900	2963
901	2950
906	3032
907	2974
908	2986
910	2965
912	2966
915	2944
9107	2940
916	2943
917	1
918	2979
920	2995
921	2957
922	2962
923	2985
924	2960
927	2963
929	2970
930	2959
932	2968
933	2961
937	2982
943	2964
9135	2988
944	2949
946	2953
948	2985
949	2969
951	2997
952	2974
953	2973
957	2967
958	2986
959	2983
960	2973
967	2971
970	2963
973	1
974	2947
976	2967
977	1
979	2981
984	2983
985	2984
986	2939
988	2931
9181	2980
990	2954
994	2955
995	2973
999	2942
1001	2950
1004	2980
1005	2993
1013	2928
1016	2971
1018	2954
1020	2937
1026	2949
1028	2974
1031	2958
1032	2965
1033	4
1035	3016
1036	2985
1037	2980
9229	2968
1038	3018
1040	1
1042	2996
1043	2935
1044	2996
1050	2921
1051	3002
1052	2976
1053	2947
1054	2964
1055	2984
1056	2962
1057	2961
1058	2961
1059	2946
1062	2988
1063	2971
1064	2977
1065	2981
1066	2942
1070	3009
1072	2967
1074	2988
1075	2973
1077	2975
1078	2951
1079	1
1080	2982
9272	2970
1081	2973
9273	1
1082	2973
1084	2994
1094	2955
1097	2961
1102	2936
1103	2948
1104	2964
1105	2946
1106	2901
1107	2972
1109	1
1110	3010
1111	2976
1112	2972
1113	2949
1114	2968
1116	1
1117	2973
1118	2933
9310	1
1119	2932
9311	2997
1120	2974
1121	2996
1122	2955
1127	1
1128	2965
1130	2954
1132	2950
9327	3015
1136	3003
1138	2
1140	2978
1141	2991
1143	2989
1144	2975
1145	2931
1147	2984
1149	2966
1152	2945
1153	2969
1154	2971
1157	2968
1162	2997
1165	2947
1166	2973
1169	1
1173	2965
1175	2965
1176	1
1177	3008
1180	2969
1182	2949
1183	2969
1186	2992
1187	2956
1190	2976
1191	2966
1193	2969
1194	2916
9386	2988
1196	3010
1197	2958
1198	2996
1200	2993
1202	2935
1203	2984
1205	2968
1206	2942
1208	2969
1209	2964
1212	3007
1213	2935
1214	2982
1216	2963
1218	2969
1219	2988
1220	2975
1222	3010
1223	2983
1225	2983
1226	2972
1227	2931
1229	2957
1230	2986
1231	2970
1234	2935
1236	2978
1238	2966
1242	2976
1243	2948
1246	2971
1247	2982
1250	2948
1251	2932
1252	2989
1253	2955
1262	2973
1264	2982
1265	2964
1268	3002
1270	2987
1273	2999
1274	2989
1276	2963
1277	1
1278	3011
1279	2973
1280	2955
1285	2974
1289	2952
1309	2967
1313	2951
1320	3017
1321	2987
1322	2970
1323	2936
1324	2957
1330	2970
1335	2984
1344	2960
9540	4
1350	2907
9543	1
1352	2997
1353	2973
1354	2994
1356	2950
1359	2981
1360	2964
1361	1
1367	2969
1371	2987
1374	2986
1376	2984
1382	2994
1386	2991
1399	2972
1403	2984
1405	2982
1408	2955
1409	2951
1412	2946
1415	2986
1416	2958
1417	1
1418	2971
1423	2982
1425	2984
1435	2919
1438	2939
1439	2971
1441	2954
1446	2946
1448	2991
