1	1213
2	1191
3	1167
4	1343
5	1290
6	8
7	1192
8199	2
8	1174
8200	2
9	1295
8201	1185
10	4
8202	1
11	3
8203	1183
12	1
8204	5
8206	1
15	20
8207	9
16	1109
8208	6
8209	1162
18	1
21	1098
24	1168
8217	1
27	1
28	2
29	1078
30	1257
31	1236
8223	1303
32	4
33	1
8225	2
34	1
8227	1
36	1196
37	2
40	1155
41	1168
8235	1132
45	1163
8237	1269
8238	1295
8239	1218
48	1202
8240	3
49	1253
8241	2
50	1230
8242	1125
8243	1
8244	1203
54	1220
55	1127
8247	1
56	1336
58	14
60	1193
61	1153
62	2
63	1
8256	1
65	1143
8258	1
67	1229
8259	1
68	1282
69	3
70	1
71	1242
72	1135
73	1262
8266	1141
75	9
77	1193
78	1231
79	1244
80	1277
85	2
87	1103
90	1195
91	1217
94	1127
99	1205
100	1174
105	1180
106	1157
108	1156
109	1122
111	1257
112	1258
113	1106
115	1262
116	1232
117	1200
119	1284
120	1045
121	1244
122	1068
8314	1072
125	1174
126	1080
127	1160
128	1
132	1258
133	1141
135	1175
136	1062
139	1156
140	1292
141	4
143	1174
144	1162
145	1
146	1259
147	2
148	1152
149	11
152	2
153	1170
154	1104
155	1076
156	1134
160	1182
161	1231
162	1107
8355	1
164	1301
166	1180
167	1295
168	1196
169	1149
170	3
172	1194
173	1149
174	1139
175	1
176	1
177	2
178	1334
179	1147
180	1242
181	1
182	1233
183	1
184	1150
187	1243
188	1278
189	1131
8381	1171
190	1
192	1254
193	1252
196	1216
198	2
199	1236
200	1
202	1260
206	1
209	1108
8401	1226
210	1145
211	1148
8407	1105
216	1203
220	1251
221	1156
222	1
8414	1136
224	1183
225	1
8417	1
230	1207
231	1294
233	2
234	1156
235	1174
236	1324
8428	2
237	1243
238	1139
239	1178
240	1
243	1172
244	1257
245	1219
246	1138
247	1297
248	1047
249	1199
251	1145
252	1
253	1300
260	1257
262	1274
263	1
264	1116
266	1
267	1
268	1
269	1
270	1273
273	1233
275	2
276	1
277	1
280	1227
286	1185
287	1322
290	4
291	3
293	1240
295	1242
296	1
298	1244
299	1313
8492	1284
302	1168
304	1308
309	1191
310	1
337	1211
338	1307
339	1197
340	1222
341	1199
342	1195
344	1164
345	1234
346	1269
347	1181
348	1201
349	1128
350	1109
351	1200
352	1149
353	1219
355	1215
356	1263
362	1
364	1053
371	1131
373	1222
374	1243
382	1178
393	1330
400	1292
410	1276
413	1
415	1152
416	1
421	1130
428	1
429	1
430	1192
432	1
433	1177
435	1119
8628	1
437	2
438	1
8630	1314
439	1263
441	1316
442	2
446	1216
448	1331
453	1
455	1214
458	1333
460	1196
462	1108
465	1260
467	1121
468	1214
469	1222
472	1
478	1345
481	1179
488	1199
490	1211
491	1138
492	1267
494	1209
495	1225
497	1241
498	1103
499	1161
502	1268
503	1215
507	1162
508	1309
514	1164
515	1204
517	1220
519	1123
520	1192
521	1184
522	1263
523	1154
529	1180
530	1153
531	1284
532	1017
533	1287
534	1271
535	1216
536	1248
537	1113
538	1229
540	1195
541	1162
542	1
8735	1282
547	1198
548	1259
8740	1066
552	1198
579	1097
580	1242
582	1194
8774	2
8775	1
585	1123
586	1128
8781	1275
8782	1223
591	1307
596	1111
599	1138
600	1200
601	1250
603	973
605	2
607	1195
608	1059
609	1165
610	1047
612	1218
8807	1268
618	1261
619	1
625	1
628	1161
629	1124
630	1277
631	13
632	1194
634	1245
8826	1126
635	1335
636	1185
637	1136
638	1175
640	1204
8832	1155
641	1201
642	1
643	1185
644	1196
645	1204
646	1186
647	1021
649	1249
651	1238
652	1233
653	1167
8845	1128
655	1
656	1170
657	1266
658	2
659	1
660	1297
662	1170
663	1187
664	1230
665	1121
666	1277
8858	1282
668	1150
669	1222
671	1146
674	1223
675	1310
676	1216
679	1075
680	1226
8876	1050
685	1
687	1241
688	1214
691	1108
693	1
698	1354
699	1116
8892	1242
703	1245
707	1216
708	1265
709	3
711	1055
714	1235
715	1158
718	1237
719	1114
721	1307
722	1
8914	1
724	5
726	2
728	1235
729	1241
8921	1
730	1225
731	1074
8924	1
733	1272
734	1218
737	1270
738	1232
739	1260
742	1124
743	1
746	1176
8944	1178
